id,name,sku,price,description,images
666,Product 666,SKU1666,172.5,This is the description for product 666.,https://example.com/images/product666.jpg
667,Product 667,SKU1667,175.0,This is the description for product 667.,https://example.com/images/product667.jpg
668,Product 668,SKU1668,177.5,This is the description for product 668.,https://example.com/images/product668.jpg
669,Product 669,SKU1669,180.0,This is the description for product 669.,https://example.com/images/product669.jpg
670,Product 670,SKU1670,182.5,This is the description for product 670.,https://example.com/images/product670.jpg
671,Product 671,SKU1671,185.0,This is the description for product 671.,https://example.com/images/product671.jpg
672,Product 672,SKU1672,187.5,This is the description for product 672.,https://example.com/images/product672.jpg
673,Product 673,SKU1673,190.0,This is the description for product 673.,https://example.com/images/product673.jpg
674,Product 674,SKU1674,192.5,This is the description for product 674.,https://example.com/images/product674.jpg
675,Product 675,SKU1675,195.0,This is the description for product 675.,https://example.com/images/product675.jpg
676,Product 676,SKU1676,197.5,This is the description for product 676.,https://example.com/images/product676.jpg
677,Product 677,SKU1677,200.0,This is the description for product 677.,https://example.com/images/product677.jpg
678,Product 678,SKU1678,202.5,This is the description for product 678.,https://example.com/images/product678.jpg
679,Product 679,SKU1679,205.0,This is the description for product 679.,https://example.com/images/product679.jpg
680,Product 680,SKU1680,207.5,This is the description for product 680.,https://example.com/images/product680.jpg
681,Product 681,SKU1681,210.0,This is the description for product 681.,https://example.com/images/product681.jpg
682,Product 682,SKU1682,212.5,This is the description for product 682.,https://example.com/images/product682.jpg
683,Product 683,SKU1683,215.0,This is the description for product 683.,https://example.com/images/product683.jpg
684,Product 684,SKU1684,217.5,This is the description for product 684.,https://example.com/images/product684.jpg
685,Product 685,SKU1685,220.0,This is the description for product 685.,https://example.com/images/product685.jpg
686,Product 686,SKU1686,222.5,This is the description for product 686.,https://example.com/images/product686.jpg
687,Product 687,SKU1687,225.0,This is the description for product 687.,https://example.com/images/product687.jpg
688,Product 688,SKU1688,227.5,This is the description for product 688.,https://example.com/images/product688.jpg
689,Product 689,SKU1689,230.0,This is the description for product 689.,https://example.com/images/product689.jpg
690,Product 690,SKU1690,232.5,This is the description for product 690.,https://example.com/images/product690.jpg
691,Product 691,SKU1691,235.0,This is the description for product 691.,https://example.com/images/product691.jpg
692,Product 692,SKU1692,237.5,This is the description for product 692.,https://example.com/images/product692.jpg
693,Product 693,SKU1693,240.0,This is the description for product 693.,https://example.com/images/product693.jpg
694,Product 694,SKU1694,242.5,This is the description for product 694.,https://example.com/images/product694.jpg
695,Product 695,SKU1695,245.0,This is the description for product 695.,https://example.com/images/product695.jpg
696,Product 696,SKU1696,247.5,This is the description for product 696.,https://example.com/images/product696.jpg
697,Product 697,SKU1697,250.0,This is the description for product 697.,https://example.com/images/product697.jpg
698,Product 698,SKU1698,252.5,This is the description for product 698.,https://example.com/images/product698.jpg
699,Product 699,SKU1699,255.0,This is the description for product 699.,https://example.com/images/product699.jpg
700,Product 700,SKU1700,257.5,This is the description for product 700.,https://example.com/images/product700.jpg
701,Product 701,SKU1701,10.0,This is the description for product 701.,https://example.com/images/product701.jpg
702,Product 702,SKU1702,12.5,This is the description for product 702.,https://example.com/images/product702.jpg
703,Product 703,SKU1703,15.0,This is the description for product 703.,https://example.com/images/product703.jpg
704,Product 704,SKU1704,17.5,This is the description for product 704.,https://example.com/images/product704.jpg
705,Product 705,SKU1705,20.0,This is the description for product 705.,https://example.com/images/product705.jpg
706,Product 706,SKU1706,22.5,This is the description for product 706.,https://example.com/images/product706.jpg
707,Product 707,SKU1707,25.0,This is the description for product 707.,https://example.com/images/product707.jpg
708,Product 708,SKU1708,27.5,This is the description for product 708.,https://example.com/images/product708.jpg
709,Product 709,SKU1709,30.0,This is the description for product 709.,https://example.com/images/product709.jpg
710,Product 710,SKU1710,32.5,This is the description for product 710.,https://example.com/images/product710.jpg
711,Product 711,SKU1711,35.0,This is the description for product 711.,https://example.com/images/product711.jpg
712,Product 712,SKU1712,37.5,This is the description for product 712.,https://example.com/images/product712.jpg
713,Product 713,SKU1713,40.0,This is the description for product 713.,https://example.com/images/product713.jpg
714,Product 714,SKU1714,42.5,This is the description for product 714.,https://example.com/images/product714.jpg
715,Product 715,SKU1715,45.0,This is the description for product 715.,https://example.com/images/product715.jpg
716,Product 716,SKU1716,47.5,This is the description for product 716.,https://example.com/images/product716.jpg
717,Product 717,SKU1717,50.0,This is the description for product 717.,https://example.com/images/product717.jpg
718,Product 718,SKU1718,52.5,This is the description for product 718.,https://example.com/images/product718.jpg
719,Product 719,SKU1719,55.0,This is the description for product 719.,https://example.com/images/product719.jpg
720,Product 720,SKU1720,57.5,This is the description for product 720.,https://example.com/images/product720.jpg
721,Product 721,SKU1721,60.0,This is the description for product 721.,https://example.com/images/product721.jpg
722,Product 722,SKU1722,62.5,This is the description for product 722.,https://example.com/images/product722.jpg
723,Product 723,SKU1723,65.0,This is the description for product 723.,https://example.com/images/product723.jpg
724,Product 724,SKU1724,67.5,This is the description for product 724.,https://example.com/images/product724.jpg
725,Product 725,SKU1725,70.0,This is the description for product 725.,https://example.com/images/product725.jpg
726,Product 726,SKU1726,72.5,This is the description for product 726.,https://example.com/images/product726.jpg
727,Product 727,SKU1727,75.0,This is the description for product 727.,https://example.com/images/product727.jpg
728,Product 728,SKU1728,77.5,This is the description for product 728.,https://example.com/images/product728.jpg
729,Product 729,SKU1729,80.0,This is the description for product 729.,https://example.com/images/product729.jpg
730,Product 730,SKU1730,82.5,This is the description for product 730.,https://example.com/images/product730.jpg
731,Product 731,SKU1731,85.0,This is the description for product 731.,https://example.com/images/product731.jpg
732,Product 732,SKU1732,87.5,This is the description for product 732.,https://example.com/images/product732.jpg
733,Product 733,SKU1733,90.0,This is the description for product 733.,https://example.com/images/product733.jpg
734,Product 734,SKU1734,92.5,This is the description for product 734.,https://example.com/images/product734.jpg
735,Product 735,SKU1735,95.0,This is the description for product 735.,https://example.com/images/product735.jpg
736,Product 736,SKU1736,97.5,This is the description for product 736.,https://example.com/images/product736.jpg
737,Product 737,SKU1737,100.0,This is the description for product 737.,https://example.com/images/product737.jpg
738,Product 738,SKU1738,102.5,This is the description for product 738.,https://example.com/images/product738.jpg
739,Product 739,SKU1739,105.0,This is the description for product 739.,https://example.com/images/product739.jpg
740,Product 740,SKU1740,107.5,This is the description for product 740.,https://example.com/images/product740.jpg
741,Product 741,SKU1741,110.0,This is the description for product 741.,https://example.com/images/product741.jpg
742,Product 742,SKU1742,112.5,This is the description for product 742.,https://example.com/images/product742.jpg
743,Product 743,SKU1743,115.0,This is the description for product 743.,https://example.com/images/product743.jpg
744,Product 744,SKU1744,117.5,This is the description for product 744.,https://example.com/images/product744.jpg
745,Product 745,SKU1745,120.0,This is the description for product 745.,https://example.com/images/product745.jpg
746,Product 746,SKU1746,122.5,This is the description for product 746.,https://example.com/images/product746.jpg
747,Product 747,SKU1747,125.0,This is the description for product 747.,https://example.com/images/product747.jpg
748,Product 748,SKU1748,127.5,This is the description for product 748.,https://example.com/images/product748.jpg
749,Product 749,SKU1749,130.0,This is the description for product 749.,https://example.com/images/product749.jpg
750,Product 750,SKU1750,132.5,This is the description for product 750.,https://example.com/images/product750.jpg
751,Product 751,SKU1751,135.0,This is the description for product 751.,https://example.com/images/product751.jpg
752,Product 752,SKU1752,137.5,This is the description for product 752.,https://example.com/images/product752.jpg
753,Product 753,SKU1753,140.0,This is the description for product 753.,https://example.com/images/product753.jpg
754,Product 754,SKU1754,142.5,This is the description for product 754.,https://example.com/images/product754.jpg
755,Product 755,SKU1755,145.0,This is the description for product 755.,https://example.com/images/product755.jpg
756,Product 756,SKU1756,147.5,This is the description for product 756.,https://example.com/images/product756.jpg
757,Product 757,SKU1757,150.0,This is the description for product 757.,https://example.com/images/product757.jpg
758,Product 758,SKU1758,152.5,This is the description for product 758.,https://example.com/images/product758.jpg
759,Product 759,SKU1759,155.0,This is the description for product 759.,https://example.com/images/product759.jpg
760,Product 760,SKU1760,157.5,This is the description for product 760.,https://example.com/images/product760.jpg
761,Product 761,SKU1761,160.0,This is the description for product 761.,https://example.com/images/product761.jpg
762,Product 762,SKU1762,162.5,This is the description for product 762.,https://example.com/images/product762.jpg
763,Product 763,SKU1763,165.0,This is the description for product 763.,https://example.com/images/product763.jpg
764,Product 764,SKU1764,167.5,This is the description for product 764.,https://example.com/images/product764.jpg
765,Product 765,SKU1765,170.0,This is the description for product 765.,https://example.com/images/product765.jpg
766,Product 766,SKU1766,172.5,This is the description for product 766.,https://example.com/images/product766.jpg
767,Product 767,SKU1767,175.0,This is the description for product 767.,https://example.com/images/product767.jpg
768,Product 768,SKU1768,177.5,This is the description for product 768.,https://example.com/images/product768.jpg
769,Product 769,SKU1769,180.0,This is the description for product 769.,https://example.com/images/product769.jpg
770,Product 770,SKU1770,182.5,This is the description for product 770.,https://example.com/images/product770.jpg
771,Product 771,SKU1771,185.0,This is the description for product 771.,https://example.com/images/product771.jpg
772,Product 772,SKU1772,187.5,This is the description for product 772.,https://example.com/images/product772.jpg
773,Product 773,SKU1773,190.0,This is the description for product 773.,https://example.com/images/product773.jpg
774,Product 774,SKU1774,192.5,This is the description for product 774.,https://example.com/images/product774.jpg
775,Product 775,SKU1775,195.0,This is the description for product 775.,https://example.com/images/product775.jpg
776,Product 776,SKU1776,197.5,This is the description for product 776.,https://example.com/images/product776.jpg
777,Product 777,SKU1777,200.0,This is the description for product 777.,https://example.com/images/product777.jpg
778,Product 778,SKU1778,202.5,This is the description for product 778.,https://example.com/images/product778.jpg
779,Product 779,SKU1779,205.0,This is the description for product 779.,https://example.com/images/product779.jpg
780,Product 780,SKU1780,207.5,This is the description for product 780.,https://example.com/images/product780.jpg
781,Product 781,SKU1781,210.0,This is the description for product 781.,https://example.com/images/product781.jpg
782,Product 782,SKU1782,212.5,This is the description for product 782.,https://example.com/images/product782.jpg
783,Product 783,SKU1783,215.0,This is the description for product 783.,https://example.com/images/product783.jpg
784,Product 784,SKU1784,217.5,This is the description for product 784.,https://example.com/images/product784.jpg
785,Product 785,SKU1785,220.0,This is the description for product 785.,https://example.com/images/product785.jpg
786,Product 786,SKU1786,222.5,This is the description for product 786.,https://example.com/images/product786.jpg
787,Product 787,SKU1787,225.0,This is the description for product 787.,https://example.com/images/product787.jpg
788,Product 788,SKU1788,227.5,This is the description for product 788.,https://example.com/images/product788.jpg
789,Product 789,SKU1789,230.0,This is the description for product 789.,https://example.com/images/product789.jpg
790,Product 790,SKU1790,232.5,This is the description for product 790.,https://example.com/images/product790.jpg
791,Product 791,SKU1791,235.0,This is the description for product 791.,https://example.com/images/product791.jpg
792,Product 792,SKU1792,237.5,This is the description for product 792.,https://example.com/images/product792.jpg
793,Product 793,SKU1793,240.0,This is the description for product 793.,https://example.com/images/product793.jpg
794,Product 794,SKU1794,242.5,This is the description for product 794.,https://example.com/images/product794.jpg
795,Product 795,SKU1795,245.0,This is the description for product 795.,https://example.com/images/product795.jpg
796,Product 796,SKU1796,247.5,This is the description for product 796.,https://example.com/images/product796.jpg
797,Product 797,SKU1797,250.0,This is the description for product 797.,https://example.com/images/product797.jpg
798,Product 798,SKU1798,252.5,This is the description for product 798.,https://example.com/images/product798.jpg
799,Product 799,SKU1799,255.0,This is the description for product 799.,https://example.com/images/product799.jpg
800,Product 800,SKU1800,257.5,This is the description for product 800.,https://example.com/images/product800.jpg
801,Product 801,SKU1801,10.0,This is the description for product 801.,https://example.com/images/product801.jpg
802,Product 802,SKU1802,12.5,This is the description for product 802.,https://example.com/images/product802.jpg
803,Product 803,SKU1803,15.0,This is the description for product 803.,https://example.com/images/product803.jpg
804,Product 804,SKU1804,17.5,This is the description for product 804.,https://example.com/images/product804.jpg
805,Product 805,SKU1805,20.0,This is the description for product 805.,https://example.com/images/product805.jpg
806,Product 806,SKU1806,22.5,This is the description for product 806.,https://example.com/images/product806.jpg
807,Product 807,SKU1807,25.0,This is the description for product 807.,https://example.com/images/product807.jpg
808,Product 808,SKU1808,27.5,This is the description for product 808.,https://example.com/images/product808.jpg
809,Product 809,SKU1809,30.0,This is the description for product 809.,https://example.com/images/product809.jpg
810,Product 810,SKU1810,32.5,This is the description for product 810.,https://example.com/images/product810.jpg
811,Product 811,SKU1811,35.0,This is the description for product 811.,https://example.com/images/product811.jpg
812,Product 812,SKU1812,37.5,This is the description for product 812.,https://example.com/images/product812.jpg
813,Product 813,SKU1813,40.0,This is the description for product 813.,https://example.com/images/product813.jpg
814,Product 814,SKU1814,42.5,This is the description for product 814.,https://example.com/images/product814.jpg
815,Product 815,SKU1815,45.0,This is the description for product 815.,https://example.com/images/product815.jpg
816,Product 816,SKU1816,47.5,This is the description for product 816.,https://example.com/images/product816.jpg
817,Product 817,SKU1817,50.0,This is the description for product 817.,https://example.com/images/product817.jpg
818,Product 818,SKU1818,52.5,This is the description for product 818.,https://example.com/images/product818.jpg
819,Product 819,SKU1819,55.0,This is the description for product 819.,https://example.com/images/product819.jpg
820,Product 820,SKU1820,57.5,This is the description for product 820.,https://example.com/images/product820.jpg
821,Product 821,SKU1821,60.0,This is the description for product 821.,https://example.com/images/product821.jpg
822,Product 822,SKU1822,62.5,This is the description for product 822.,https://example.com/images/product822.jpg
823,Product 823,SKU1823,65.0,This is the description for product 823.,https://example.com/images/product823.jpg
824,Product 824,SKU1824,67.5,This is the description for product 824.,https://example.com/images/product824.jpg
825,Product 825,SKU1825,70.0,This is the description for product 825.,https://example.com/images/product825.jpg
826,Product 826,SKU1826,72.5,This is the description for product 826.,https://example.com/images/product826.jpg
827,Product 827,SKU1827,75.0,This is the description for product 827.,https://example.com/images/product827.jpg
828,Product 828,SKU1828,77.5,This is the description for product 828.,https://example.com/images/product828.jpg
829,Product 829,SKU1829,80.0,This is the description for product 829.,https://example.com/images/product829.jpg
830,Product 830,SKU1830,82.5,This is the description for product 830.,https://example.com/images/product830.jpg
831,Product 831,SKU1831,85.0,This is the description for product 831.,https://example.com/images/product831.jpg
832,Product 832,SKU1832,87.5,This is the description for product 832.,https://example.com/images/product832.jpg
833,Product 833,SKU1833,90.0,This is the description for product 833.,https://example.com/images/product833.jpg
834,Product 834,SKU1834,92.5,This is the description for product 834.,https://example.com/images/product834.jpg
835,Product 835,SKU1835,95.0,This is the description for product 835.,https://example.com/images/product835.jpg
836,Product 836,SKU1836,97.5,This is the description for product 836.,https://example.com/images/product836.jpg
837,Product 837,SKU1837,100.0,This is the description for product 837.,https://example.com/images/product837.jpg
838,Product 838,SKU1838,102.5,This is the description for product 838.,https://example.com/images/product838.jpg
839,Product 839,SKU1839,105.0,This is the description for product 839.,https://example.com/images/product839.jpg
840,Product 840,SKU1840,107.5,This is the description for product 840.,https://example.com/images/product840.jpg
841,Product 841,SKU1841,110.0,This is the description for product 841.,https://example.com/images/product841.jpg
842,Product 842,SKU1842,112.5,This is the description for product 842.,https://example.com/images/product842.jpg
843,Product 843,SKU1843,115.0,This is the description for product 843.,https://example.com/images/product843.jpg
844,Product 844,SKU1844,117.5,This is the description for product 844.,https://example.com/images/product844.jpg
845,Product 845,SKU1845,120.0,This is the description for product 845.,https://example.com/images/product845.jpg
846,Product 846,SKU1846,122.5,This is the description for product 846.,https://example.com/images/product846.jpg
847,Product 847,SKU1847,125.0,This is the description for product 847.,https://example.com/images/product847.jpg
848,Product 848,SKU1848,127.5,This is the description for product 848.,https://example.com/images/product848.jpg
849,Product 849,SKU1849,130.0,This is the description for product 849.,https://example.com/images/product849.jpg
850,Product 850,SKU1850,132.5,This is the description for product 850.,https://example.com/images/product850.jpg
851,Product 851,SKU1851,135.0,This is the description for product 851.,https://example.com/images/product851.jpg
852,Product 852,SKU1852,137.5,This is the description for product 852.,https://example.com/images/product852.jpg
853,Product 853,SKU1853,140.0,This is the description for product 853.,https://example.com/images/product853.jpg
854,Product 854,SKU1854,142.5,This is the description for product 854.,https://example.com/images/product854.jpg
855,Product 855,SKU1855,145.0,This is the description for product 855.,https://example.com/images/product855.jpg
856,Product 856,SKU1856,147.5,This is the description for product 856.,https://example.com/images/product856.jpg
857,Product 857,SKU1857,150.0,This is the description for product 857.,https://example.com/images/product857.jpg
858,Product 858,SKU1858,152.5,This is the description for product 858.,https://example.com/images/product858.jpg
859,Product 859,SKU1859,155.0,This is the description for product 859.,https://example.com/images/product859.jpg
860,Product 860,SKU1860,157.5,This is the description for product 860.,https://example.com/images/product860.jpg
861,Product 861,SKU1861,160.0,This is the description for product 861.,https://example.com/images/product861.jpg
862,Product 862,SKU1862,162.5,This is the description for product 862.,https://example.com/images/product862.jpg
863,Product 863,SKU1863,165.0,This is the description for product 863.,https://example.com/images/product863.jpg
864,Product 864,SKU1864,167.5,This is the description for product 864.,https://example.com/images/product864.jpg
865,Product 865,SKU1865,170.0,This is the description for product 865.,https://example.com/images/product865.jpg
866,Product 866,SKU1866,172.5,This is the description for product 866.,https://example.com/images/product866.jpg
867,Product 867,SKU1867,175.0,This is the description for product 867.,https://example.com/images/product867.jpg
868,Product 868,SKU1868,177.5,This is the description for product 868.,https://example.com/images/product868.jpg
869,Product 869,SKU1869,180.0,This is the description for product 869.,https://example.com/images/product869.jpg
870,Product 870,SKU1870,182.5,This is the description for product 870.,https://example.com/images/product870.jpg
871,Product 871,SKU1871,185.0,This is the description for product 871.,https://example.com/images/product871.jpg
872,Product 872,SKU1872,187.5,This is the description for product 872.,https://example.com/images/product872.jpg
873,Product 873,SKU1873,190.0,This is the description for product 873.,https://example.com/images/product873.jpg
874,Product 874,SKU1874,192.5,This is the description for product 874.,https://example.com/images/product874.jpg
875,Product 875,SKU1875,195.0,This is the description for product 875.,https://example.com/images/product875.jpg
876,Product 876,SKU1876,197.5,This is the description for product 876.,https://example.com/images/product876.jpg
877,Product 877,SKU1877,200.0,This is the description for product 877.,https://example.com/images/product877.jpg
878,Product 878,SKU1878,202.5,This is the description for product 878.,https://example.com/images/product878.jpg
879,Product 879,SKU1879,205.0,This is the description for product 879.,https://example.com/images/product879.jpg
880,Product 880,SKU1880,207.5,This is the description for product 880.,https://example.com/images/product880.jpg
881,Product 881,SKU1881,210.0,This is the description for product 881.,https://example.com/images/product881.jpg
882,Product 882,SKU1882,212.5,This is the description for product 882.,https://example.com/images/product882.jpg
883,Product 883,SKU1883,215.0,This is the description for product 883.,https://example.com/images/product883.jpg
884,Product 884,SKU1884,217.5,This is the description for product 884.,https://example.com/images/product884.jpg
885,Product 885,SKU1885,220.0,This is the description for product 885.,https://example.com/images/product885.jpg
886,Product 886,SKU1886,222.5,This is the description for product 886.,https://example.com/images/product886.jpg
887,Product 887,SKU1887,225.0,This is the description for product 887.,https://example.com/images/product887.jpg
888,Product 888,SKU1888,227.5,This is the description for product 888.,https://example.com/images/product888.jpg
889,Product 889,SKU1889,230.0,This is the description for product 889.,https://example.com/images/product889.jpg
890,Product 890,SKU1890,232.5,This is the description for product 890.,https://example.com/images/product890.jpg
891,Product 891,SKU1891,235.0,This is the description for product 891.,https://example.com/images/product891.jpg
892,Product 892,SKU1892,237.5,This is the description for product 892.,https://example.com/images/product892.jpg
893,Product 893,SKU1893,240.0,This is the description for product 893.,https://example.com/images/product893.jpg
894,Product 894,SKU1894,242.5,This is the description for product 894.,https://example.com/images/product894.jpg
895,Product 895,SKU1895,245.0,This is the description for product 895.,https://example.com/images/product895.jpg
896,Product 896,SKU1896,247.5,This is the description for product 896.,https://example.com/images/product896.jpg
897,Product 897,SKU1897,250.0,This is the description for product 897.,https://example.com/images/product897.jpg
898,Product 898,SKU1898,252.5,This is the description for product 898.,https://example.com/images/product898.jpg
899,Product 899,SKU1899,255.0,This is the description for product 899.,https://example.com/images/product899.jpg
900,Product 900,SKU1900,257.5,This is the description for product 900.,https://example.com/images/product900.jpg
901,Product 901,SKU1901,10.0,This is the description for product 901.,https://example.com/images/product901.jpg
902,Product 902,SKU1902,12.5,This is the description for product 902.,https://example.com/images/product902.jpg
903,Product 903,SKU1903,15.0,This is the description for product 903.,https://example.com/images/product903.jpg
904,Product 904,SKU1904,17.5,This is the description for product 904.,https://example.com/images/product904.jpg
905,Product 905,SKU1905,20.0,This is the description for product 905.,https://example.com/images/product905.jpg
906,Product 906,SKU1906,22.5,This is the description for product 906.,https://example.com/images/product906.jpg
907,Product 907,SKU1907,25.0,This is the description for product 907.,https://example.com/images/product907.jpg
908,Product 908,SKU1908,27.5,This is the description for product 908.,https://example.com/images/product908.jpg
909,Product 909,SKU1909,30.0,This is the description for product 909.,https://example.com/images/product909.jpg
910,Product 910,SKU1910,32.5,This is the description for product 910.,https://example.com/images/product910.jpg
911,Product 911,SKU1911,35.0,This is the description for product 911.,https://example.com/images/product911.jpg
912,Product 912,SKU1912,37.5,This is the description for product 912.,https://example.com/images/product912.jpg
913,Product 913,SKU1913,40.0,This is the description for product 913.,https://example.com/images/product913.jpg
914,Product 914,SKU1914,42.5,This is the description for product 914.,https://example.com/images/product914.jpg
915,Product 915,SKU1915,45.0,This is the description for product 915.,https://example.com/images/product915.jpg
916,Product 916,SKU1916,47.5,This is the description for product 916.,https://example.com/images/product916.jpg
917,Product 917,SKU1917,50.0,This is the description for product 917.,https://example.com/images/product917.jpg
918,Product 918,SKU1918,52.5,This is the description for product 918.,https://example.com/images/product918.jpg
919,Product 919,SKU1919,55.0,This is the description for product 919.,https://example.com/images/product919.jpg
920,Product 920,SKU1920,57.5,This is the description for product 920.,https://example.com/images/product920.jpg
921,Product 921,SKU1921,60.0,This is the description for product 921.,https://example.com/images/product921.jpg
922,Product 922,SKU1922,62.5,This is the description for product 922.,https://example.com/images/product922.jpg
923,Product 923,SKU1923,65.0,This is the description for product 923.,https://example.com/images/product923.jpg
924,Product 924,SKU1924,67.5,This is the description for product 924.,https://example.com/images/product924.jpg
925,Product 925,SKU1925,70.0,This is the description for product 925.,https://example.com/images/product925.jpg
926,Product 926,SKU1926,72.5,This is the description for product 926.,https://example.com/images/product926.jpg
927,Product 927,SKU1927,75.0,This is the description for product 927.,https://example.com/images/product927.jpg
928,Product 928,SKU1928,77.5,This is the description for product 928.,https://example.com/images/product928.jpg
929,Product 929,SKU1929,80.0,This is the description for product 929.,https://example.com/images/product929.jpg
930,Product 930,SKU1930,82.5,This is the description for product 930.,https://example.com/images/product930.jpg
931,Product 931,SKU1931,85.0,This is the description for product 931.,https://example.com/images/product931.jpg
932,Product 932,SKU1932,87.5,This is the description for product 932.,https://example.com/images/product932.jpg
933,Product 933,SKU1933,90.0,This is the description for product 933.,https://example.com/images/product933.jpg
934,Product 934,SKU1934,92.5,This is the description for product 934.,https://example.com/images/product934.jpg
935,Product 935,SKU1935,95.0,This is the description for product 935.,https://example.com/images/product935.jpg
936,Product 936,SKU1936,97.5,This is the description for product 936.,https://example.com/images/product936.jpg
937,Product 937,SKU1937,100.0,This is the description for product 937.,https://example.com/images/product937.jpg
938,Product 938,SKU1938,102.5,This is the description for product 938.,https://example.com/images/product938.jpg
939,Product 939,SKU1939,105.0,This is the description for product 939.,https://example.com/images/product939.jpg
940,Product 940,SKU1940,107.5,This is the description for product 940.,https://example.com/images/product940.jpg
941,Product 941,SKU1941,110.0,This is the description for product 941.,https://example.com/images/product941.jpg
942,Product 942,SKU1942,112.5,This is the description for product 942.,https://example.com/images/product942.jpg
943,Product 943,SKU1943,115.0,This is the description for product 943.,https://example.com/images/product943.jpg
944,Product 944,SKU1944,117.5,This is the description for product 944.,https://example.com/images/product944.jpg
945,Product 945,SKU1945,120.0,This is the description for product 945.,https://example.com/images/product945.jpg
946,Product 946,SKU1946,122.5,This is the description for product 946.,https://example.com/images/product946.jpg
947,Product 947,SKU1947,125.0,This is the description for product 947.,https://example.com/images/product947.jpg
948,Product 948,SKU1948,127.5,This is the description for product 948.,https://example.com/images/product948.jpg
949,Product 949,SKU1949,130.0,This is the description for product 949.,https://example.com/images/product949.jpg
950,Product 950,SKU1950,132.5,This is the description for product 950.,https://example.com/images/product950.jpg
951,Product 951,SKU1951,135.0,This is the description for product 951.,https://example.com/images/product951.jpg
952,Product 952,SKU1952,137.5,This is the description for product 952.,https://example.com/images/product952.jpg
953,Product 953,SKU1953,140.0,This is the description for product 953.,https://example.com/images/product953.jpg
954,Product 954,SKU1954,142.5,This is the description for product 954.,https://example.com/images/product954.jpg
955,Product 955,SKU1955,145.0,This is the description for product 955.,https://example.com/images/product955.jpg
956,Product 956,SKU1956,147.5,This is the description for product 956.,https://example.com/images/product956.jpg
957,Product 957,SKU1957,150.0,This is the description for product 957.,https://example.com/images/product957.jpg
958,Product 958,SKU1958,152.5,This is the description for product 958.,https://example.com/images/product958.jpg
959,Product 959,SKU1959,155.0,This is the description for product 959.,https://example.com/images/product959.jpg
960,Product 960,SKU1960,157.5,This is the description for product 960.,https://example.com/images/product960.jpg
961,Product 961,SKU1961,160.0,This is the description for product 961.,https://example.com/images/product961.jpg
962,Product 962,SKU1962,162.5,This is the description for product 962.,https://example.com/images/product962.jpg
963,Product 963,SKU1963,165.0,This is the description for product 963.,https://example.com/images/product963.jpg
964,Product 964,SKU1964,167.5,This is the description for product 964.,https://example.com/images/product964.jpg
965,Product 965,SKU1965,170.0,This is the description for product 965.,https://example.com/images/product965.jpg
966,Product 966,SKU1966,172.5,This is the description for product 966.,https://example.com/images/product966.jpg
967,Product 967,SKU1967,175.0,This is the description for product 967.,https://example.com/images/product967.jpg
968,Product 968,SKU1968,177.5,This is the description for product 968.,https://example.com/images/product968.jpg
969,Product 969,SKU1969,180.0,This is the description for product 969.,https://example.com/images/product969.jpg
970,Product 970,SKU1970,182.5,This is the description for product 970.,https://example.com/images/product970.jpg
971,Product 971,SKU1971,185.0,This is the description for product 971.,https://example.com/images/product971.jpg
972,Product 972,SKU1972,187.5,This is the description for product 972.,https://example.com/images/product972.jpg
973,Product 973,SKU1973,190.0,This is the description for product 973.,https://example.com/images/product973.jpg
974,Product 974,SKU1974,192.5,This is the description for product 974.,https://example.com/images/product974.jpg
975,Product 975,SKU1975,195.0,This is the description for product 975.,https://example.com/images/product975.jpg
976,Product 976,SKU1976,197.5,This is the description for product 976.,https://example.com/images/product976.jpg
977,Product 977,SKU1977,200.0,This is the description for product 977.,https://example.com/images/product977.jpg
978,Product 978,SKU1978,202.5,This is the description for product 978.,https://example.com/images/product978.jpg
979,Product 979,SKU1979,205.0,This is the description for product 979.,https://example.com/images/product979.jpg
980,Product 980,SKU1980,207.5,This is the description for product 980.,https://example.com/images/product980.jpg
981,Product 981,SKU1981,210.0,This is the description for product 981.,https://example.com/images/product981.jpg
982,Product 982,SKU1982,212.5,This is the description for product 982.,https://example.com/images/product982.jpg
983,Product 983,SKU1983,215.0,This is the description for product 983.,https://example.com/images/product983.jpg
984,Product 984,SKU1984,217.5,This is the description for product 984.,https://example.com/images/product984.jpg
985,Product 985,SKU1985,220.0,This is the description for product 985.,https://example.com/images/product985.jpg
986,Product 986,SKU1986,222.5,This is the description for product 986.,https://example.com/images/product986.jpg
987,Product 987,SKU1987,225.0,This is the description for product 987.,https://example.com/images/product987.jpg
988,Product 988,SKU1988,227.5,This is the description for product 988.,https://example.com/images/product988.jpg
989,Product 989,SKU1989,230.0,This is the description for product 989.,https://example.com/images/product989.jpg
990,Product 990,SKU1990,232.5,This is the description for product 990.,https://example.com/images/product990.jpg
991,Product 991,SKU1991,235.0,This is the description for product 991.,https://example.com/images/product991.jpg
992,Product 992,SKU1992,237.5,This is the description for product 992.,https://example.com/images/product992.jpg
993,Product 993,SKU1993,240.0,This is the description for product 993.,https://example.com/images/product993.jpg
994,Product 994,SKU1994,242.5,This is the description for product 994.,https://example.com/images/product994.jpg
995,Product 995,SKU1995,245.0,This is the description for product 995.,https://example.com/images/product995.jpg
996,Product 996,SKU1996,247.5,This is the description for product 996.,https://example.com/images/product996.jpg
997,Product 997,SKU1997,250.0,This is the description for product 997.,https://example.com/images/product997.jpg
998,Product 998,SKU1998,252.5,This is the description for product 998.,https://example.com/images/product998.jpg
